id,title,desc,date,source,url,category
42,Kader PDIP Kota Semarang Relakan Gaji Ternyata Untuk Ini, 21 Kader PDI Perjuangan yang menduduki jabatan strategis di Kota Semarang mendermakan seluruh gajinya selama tiga bulan ke depan untuk penanganan Coronavirus (Covid19) di Kota Atlas.,2020-04-05 14:18:00,Gatra.com,https://www.gatra.com/detail/news/474508/politik/kader-pdip-kota-semarang-relakan-gaji-ternyata-untuk-ini,Politik
43,DPR Diminta Hentikan Pembahasan RUU Kontroversial,Koalisi Masyarakat Sipil untuk Sektor Keamaan meminta DPR menghentikan pembahasan dan pengesahan sejumlah rancangan undangundang (RUU) kontroversial mulai dari RUU Mahkamah Konstitusi (MK) KUHP hingga Cipta Kerja.,2020-04-02 23:52:00,Gatra.com,https://www.gatra.com/detail/news/474277/politik/dpr-diminta-hentikan-pembahasan-ruu-kontroversial,Politik
44,Cegah Corona DPRD Sumsel Desak 'Lockdown',Dewan Perwakilan Rakyat Daerah (DPRD) Provinsi Sumatera Selatan (Sumsel) mendesak pemerintah daerah agar memperketat arus keluar masuk di sejumlah perbatasan untuk mencegah penularan Covid19. ,2020-04-03 00:00:00,Gatra.com,https://www.gatra.com/detail/news/474274/politik/cegah-corona-dprd-sumsel-desak-lockdown,Politik
45,Perempuan Golkar Sumbang APD dan Alkes Senilai Rp500 Juta ,Pencegahan penyebaran Virus Corona atau Covid19 yang semakin mewabah menjadi perhatian serius Perempuan Golkar Peduli. Sebagai bentuk partisipasi dukungan terhadap pemerintah dalam upaya penanggulangan wabah virus Corona Perempuan Golkar Peduli melakukan aksi sosial membagikan ribuan paket Alat Pelindung Diri (APD) dan alat kesehatan (alkes) untuk para tenaga medis dan dokter di 6 rumah sakit di Jakarta yang saat ini merawat pasien yang terkena wabah virus Corona.,2020-04-03 14:37:00,Gatra.com,https://www.gatra.com/detail/news/474319/politik/perempuan-golkar-sumbang-apd-dan-alkes-senilai-rp500-juta-,Politik
46,Indeks Sistem Pemerintahan Berbasis Elektronik Samosir Naik,Pemerintah Kabupaten Samosir terus berupaya memperbaiki pelayanan publik. Hal ini dilakukan dengan terus meningkatkan ndeks Sistem Pemerintahan Berbasis Elektronik (SPBE) beberapa tahun terakhir ini.,2020-04-03 06:36:00,Gatra.com,https://www.gatra.com/detail/news/474289/politik/indeks-sistem-pemerintahan-berbasis-elektronik-samosir-naik,Politik
47,Hendi Larang ASN Mudik Nekad? TPP Langsung Potong,Wali Kota Semarang Hendrar Prihadi melarang seluruh Aparatur Sipil Negara (ASN) di lingkungan Pemkot Semarang untuk mudik atau pulang kampung saat Hari Raya Idul Fitri di masa darurat pandemi virus Corona. ,2020-04-07 13:38:00,Gatra.com,https://www.gatra.com/detail/news/474709/politik/hendi-larang-asn-mudik-nekad-tpp-langsung-potong,Politik
48,Pengamat Fokus ke PSBB Kajian Intelijen Harusnya ‘Silent’,Ketua Gugus Tugas Percepatan Penanganan Covid19 Letjen TNI Doni Monardo menyampaikan bahwa berdasarkan kajian Badan Intelijen Negara (BIN) penyebaran virus corona (Covid19) akan mencapai puncak di Juli 2020.,2020-04-03 10:04:00,Gatra.com,https://www.gatra.com/detail/news/474294/politik/pengamat-fokus-ke-psbb-kajian-intelijen-harusnya-silent,Politik
49,Ganjar Keluarkan Maklumat Gotong Royong Lawan Corona, Gubernur Jawa Tengah (Jateng) Ganjar Pranowo mengeluarkan maklumat gerakan gotong royong melawan Virus Corona atau Covid19. Ganjar mengajak kepada seluruh warga Jateng untuk bergotong royong melawan Covid19 yang persebarannya semakin merajelela.,2020-04-03 18:27:00,Gatra.com,https://www.gatra.com/detail/news/474367/politik/ganjar-keluarkan-maklumat-gotong-royong-lawan-corona,Politik
50,DPRD Bandung Barat Gelar Paripurna Lewat Teleconference,"
",2020-04-02 17:58:00,Gatra.com,https://www.gatra.com/detail/news/474208/politik/dprd-bandung-barat-gelar-paripurna-lewat-teleconference,Politik
51,Pati Prioritaskan Tiga Isu Strategis Pembangunan,Adanya pagebluk membuat Pemkab Pati Jawa Tengah menggelar Musyawarah Perencanaan Pembangunan (Musrenbang) Rencana Kerja Pembangunan Daerah (RKPD) Pati secara daring melalui platform media sosial.,2020-04-04 21:15:00,Gatra.com,https://www.gatra.com/detail/news/474467/politik/pati-prioritaskan-tiga-isu-strategis-pembangunan,Politik
